VehicleType,ChargingStation,TimeToChargePerUnit
V4,C189,480
V4,C190,540
V4,C191,480
V4,C192,540
V4,C193,420
V4,C194,480
V4,C195,480
V4,C196,360
V4,C197,300
V4,C198,360
V4,C199,420
V4,C200,360
V5,C1,420
V5,C2,480
V5,C3,420
V5,C4,480
V5,C5,420
V5,C6,480
V5,C7,420
V5,C8,360
V5,C9,300
V5,C10,360
V5,C11,540
V5,C12,480
V5,C13,360
V5,C14,300
V5,C15,480
V5,C16,420
V5,C17,300
V5,C18,300
V5,C19,300
V5,C20,300
V5,C21,420
V5,C22,420
V5,C23,300
V5,C24,420
V5,C25,300
V5,C26,540
V5,C27,360
V5,C28,480
V5,C29,480
V5,C30,360
V5,C31,360
V5,C32,300
V5,C33,300
V5,C34,540
V5,C35,420
V5,C36,360
V5,C37,480
V5,C38,420
V5,C39,420
V5,C40,540
V5,C41,540
V5,C42,360
V5,C43,420
V5,C44,360
V5,C45,360
V5,C46,360
V5,C47,540
V5,C48,480
V5,C49,480
V5,C50,540
V5,C51,540
V5,C52,540
V5,C53,540
V5,C54,300
V5,C55,420
V5,C56,300
V5,C57,480
V5,C58,480
V5,C59,420
V5,C60,360
V5,C61,540
V5,C62,360
V5,C63,540
V5,C64,540
V5,C65,480
V5,C66,360
V5,C67,420
V5,C68,540
V5,C69,360
V5,C70,420
V5,C71,480
V5,C72,540
V5,C73,540
V5,C74,360
V5,C75,420
V5,C76,540
V5,C77,360
V5,C78,480
V5,C79,300
V5,C80,300
V5,C81,420
V5,C82,420
V5,C83,540
V5,C84,540
V5,C85,480
V5,C86,480
V5,C87,300
V5,C88,360
V5,C89,300
V5,C90,480
V5,C91,300
V5,C92,360
V5,C93,300
V5,C94,540
V5,C95,420
V5,C96,480
V5,C97,540
V5,C98,360
V5,C99,540
V5,C100,300
V5,C101,360
V5,C102,420
V5,C103,480
V5,C104,420
V5,C105,480
V5,C106,480
V5,C107,540
V5,C108,420
V5,C109,480
V5,C110,540
V5,C111,420
V5,C112,420
V5,C113,360
V5,C114,300
V5,C115,360
V5,C116,300
V5,C117,420
V5,C118,360
V5,C119,540
V5,C120,420
V5,C121,420
V5,C122,420
V5,C123,480
V5,C124,480
V5,C125,420
V5,C126,540
V5,C127,360
V5,C128,300
V5,C129,360
V5,C130,300
V5,C131,420
V5,C132,300
V5,C133,420
V5,C134,480
V5,C135,540
V5,C136,420
V5,C137,540
V5,C138,360
V5,C139,360
V5,C140,540
V5,C141,300
V5,C142,360
V5,C143,300
V5,C144,540
V5,C145,300
V5,C146,480
V5,C147,480
V5,C148,480
V5,C149,480
V5,C150,540
V5,C151,480
V5,C152,420
V5,C153,480
V5,C154,540
V5,C155,360
V5,C156,420
V5,C157,540
V5,C158,300
V5,C159,300
V5,C160,480
V5,C161,360
V5,C162,480
V5,C163,300
V5,C164,540
V5,C165,360
V5,C166,540
V5,C167,480
V5,C168,420
V5,C169,480
V5,C170,420
V5,C171,360
V5,C172,420
V5,C173,480
V5,C174,420
V5,C175,480
V5,C176,360
V5,C177,300
V5,C178,420
V5,C179,540
V5,C180,420
V5,C181,300
V5,C182,420
V5,C183,360
V5,C184,540
V5,C185,480
V5,C186,300
V5,C187,300
V5,C188,540
V5,C189,480
V5,C190,420
V5,C191,360
V5,C192,420
V5,C193,300
V5,C194,480
V5,C195,300
V5,C196,420
V5,C197,420
V5,C198,420
V5,C199,540
V5,C200,300
V6,C1,300
V6,C2,300
V6,C3,300
V6,C4,480
V6,C5,420
V6,C6,360
V6,C7,540
V6,C8,360
V6,C9,480
V6,C10,360
V6,C11,540
V6,C12,420
V6,C13,360
V6,C14,540
V6,C15,360
V6,C16,480
V6,C17,480
V6,C18,300
V6,C19,420
V6,C20,540
V6,C21,480
V6,C22,360
V6,C23,480
V6,C24,300
V6,C25,540
V6,C26,300
V6,C27,300
V6,C28,480
V6,C29,540
V6,C30,360
V6,C31,360
V6,C32,540
V6,C33,420
V6,C34,420
V6,C35,480
V6,C36,360
V6,C37,540
V6,C38,300
V6,C39,540
V6,C40,300
V6,C41,300
V6,C42,360
V6,C43,360
V6,C44,420
V6,C45,360
V6,C46,480
V6,C47,360
V6,C48,420
V6,C49,420
V6,C50,300
V6,C51,540
V6,C52,360
V6,C53,540
V6,C54,480
V6,C55,540
V6,C56,360
V6,C57,420
V6,C58,540
V6,C59,360
V6,C60,360
V6,C61,300
V6,C62,480
V6,C63,480
V6,C64,540
V6,C65,360
V6,C66,300
V6,C67,420
V6,C68,300
V6,C69,540
V6,C70,360
V6,C71,300
V6,C72,540
V6,C73,480
V6,C74,480
V6,C75,480
V6,C76,480
V6,C77,540
V6,C78,480
V6,C79,540
V6,C80,420
V6,C81,540
V6,C82,540
V6,C83,480
V6,C84,540
V6,C85,480
V6,C86,360
V6,C87,420
V6,C88,540
V6,C89,420
V6,C90,300
V6,C91,360
V6,C92,360
V6,C93,360
V6,C94,420
V6,C95,480
V6,C96,480
V6,C97,360
V6,C98,540
V6,C99,480
V6,C100,420
V6,C101,540
V6,C102,420
V6,C103,300
V6,C104,300
V6,C105,360
V6,C106,360
V6,C107,540
V6,C108,540
V6,C109,300
V6,C110,300
V6,C111,540
V6,C112,300
V6,C113,300
V6,C114,300
V6,C115,420
V6,C116,300
V6,C117,360
V6,C118,420
V6,C119,540
V6,C120,480
V6,C121,480
V6,C122,540
V6,C123,480
V6,C124,480
V6,C125,300
V6,C126,420
V6,C127,540
V6,C128,420
V6,C129,360
V6,C130,480
V6,C131,420
V6,C132,480
V6,C133,480
V6,C134,360
V6,C135,300
V6,C136,420
V6,C137,540
V6,C138,480
V6,C139,420
V6,C140,300
V6,C141,360
V6,C142,420
V6,C143,300
V6,C144,300
V6,C145,300
V6,C146,540
V6,C147,360
V6,C148,420
V6,C149,540
V6,C150,480
V6,C151,420
V6,C152,480
V6,C153,360
V6,C154,420
V6,C155,420
V6,C156,480
V6,C157,540
V6,C158,360
V6,C159,300
V6,C160,360
V6,C161,420
V6,C162,300
V6,C163,420
V6,C164,360
V6,C165,480
V6,C166,540
V6,C167,360
V6,C168,300
V6,C169,540
V6,C170,360
V6,C171,360
V6,C172,480
V6,C173,540
V6,C174,480
V6,C175,420
V6,C176,420
V6,C177,360
V6,C178,420
V6,C179,420
V6,C180,480
V6,C181,480
V6,C182,300
V6,C183,360
V6,C184,360
V6,C185,540
V6,C186,360
V6,C187,540
V6,C188,360
V6,C189,420
V6,C190,420
V6,C191,480
V6,C192,300
V6,C193,300
V6,C194,480
V6,C195,480
V6,C196,360
V6,C197,360
V6,C198,360
V6,C199,480
V6,C200,540
V7,C1,360
V7,C2,540
V7,C3,540
V7,C4,420
V7,C5,360
V7,C6,420
V7,C7,360
V7,C8,420
V7,C9,540
V7,C10,480
V7,C11,480
V7,C12,360
V7,C13,300
V7,C14,480
V7,C15,360
V7,C16,300
V7,C17,540
V7,C18,480
V7,C19,300
V7,C20,480
V7,C21,540
V7,C22,360
V7,C23,540
V7,C24,300
V7,C25,540
V7,C26,480
V7,C27,420
V7,C28,360
V7,C29,420
V7,C30,360
V7,C31,540
V7,C32,540
V7,C33,420
V7,C34,540
V7,C35,420
V7,C36,360
V7,C37,300
V7,C38,480
V7,C39,360
V7,C40,300
V7,C41,480
V7,C42,480
V7,C43,540
V7,C44,540
V7,C45,540
V7,C46,300
V7,C47,480
V7,C48,360
V7,C49,300
V7,C50,420
V7,C51,420
V7,C52,300
V7,C53,300
V7,C54,420
V7,C55,360
V7,C56,540
V7,C57,540
V7,C58,540
V7,C59,540
V7,C60,420
V7,C61,540
V7,C62,480
V7,C63,480
V7,C64,540
V7,C65,480
V7,C66,480
V7,C67,540
V7,C68,360
V7,C69,360
V7,C70,540
V7,C71,360
V7,C72,540
V7,C73,480
V7,C74,420
V7,C75,360
V7,C76,360
V7,C77,540
V7,C78,480
V7,C79,480
V7,C80,420
V7,C81,360
V7,C82,420
V7,C83,480
V7,C84,300
V7,C85,540
V7,C86,420
V7,C87,360
V7,C88,360
V7,C89,420
V7,C90,360
V7,C91,360
V7,C92,480
V7,C93,300
V7,C94,420
V7,C95,300
V7,C96,480
V7,C97,300
V7,C98,300
V7,C99,300
V7,C100,420
V7,C101,300
V7,C102,420
V7,C103,360
V7,C104,420
V7,C105,540
V7,C106,300
V7,C107,540
V7,C108,420
V7,C109,480
V7,C110,420
V7,C111,360
V7,C112,420
V7,C113,300
V7,C114,420
V7,C115,360
V7,C116,480
V7,C117,300
V7,C118,360
V7,C119,480
V7,C120,480
V7,C121,360
V7,C122,480
V7,C123,300
V7,C124,480
V7,C125,540
V7,C126,420
V7,C127,540
V7,C128,540
V7,C129,420
V7,C130,420
V7,C131,480
V7,C132,360
V7,C133,360
V7,C134,300
V7,C135,360
V7,C136,360
V7,C137,360
V7,C138,480
V7,C139,480
V7,C140,360
V7,C141,300
V7,C142,360
V7,C143,420
V7,C144,540
V7,C145,420
V7,C146,480
V7,C147,540
V7,C148,480
V7,C149,360
V7,C150,480
V7,C151,300
V7,C152,540
V7,C153,480
V7,C154,540
V7,C155,480
V7,C156,300
V7,C157,420
V7,C158,360
V7,C159,300
V7,C160,360
V7,C161,360
V7,C162,540
V7,C163,480
V7,C164,300
V7,C165,540
V7,C166,360
V7,C167,540
V7,C168,420
V7,C169,300
V7,C170,420
V7,C171,540
V7,C172,420
V7,C173,420
V7,C174,360
V7,C175,360
V7,C176,360
V7,C177,300
V7,C178,480
V7,C179,300
V7,C180,480
V7,C181,300
V7,C182,480
V7,C183,300
V7,C184,480
V7,C185,420
V7,C186,420
V7,C187,360
V7,C188,300
V7,C189,420
V7,C190,300
V7,C191,540
V7,C192,300
V7,C193,420
V7,C194,540
V7,C195,300
V7,C196,420
V7,C197,540
V7,C198,360
V7,C199,540
V7,C200,360
V8,C1,300
V8,C2,540
V8,C3,300
V8,C4,480
V8,C5,420
V8,C6,540
V8,C7,420
V8,C8,420
V8,C9,540
V8,C10,540
V8,C11,300
V8,C12,360
V8,C13,360
V8,C14,540
V8,C15,300
V8,C16,360
V8,C17,300
V8,C18,480
V8,C19,540
V8,C20,360
V8,C21,300
V8,C22,480
V8,C23,540
V8,C24,360
V8,C25,420
V8,C26,480
V8,C27,480
V8,C28,360
V8,C29,360
V8,C30,300
V8,C31,360
V8,C32,360
V8,C33,480
V8,C34,360
V8,C35,420
V8,C36,420
V8,C37,420
V8,C38,540
V8,C39,540
V8,C40,480
V8,C41,300
V8,C42,300
V8,C43,360
V8,C44,420
V8,C45,480
V8,C46,480
V8,C47,480
V8,C48,360
V8,C49,480
V8,C50,540
V8,C51,480
V8,C52,300
V8,C53,420
V8,C54,480
V8,C55,360
V8,C56,420
V8,C57,420
V8,C58,360
V8,C59,360
V8,C60,420
V8,C61,300
V8,C62,480
V8,C63,300
V8,C64,480
V8,C65,420
V8,C66,360
V8,C67,540
V8,C68,540
V8,C69,420
V8,C70,480
V8,C71,540
V8,C72,540
V8,C73,420
V8,C74,360
V8,C75,540
V8,C76,480
V8,C77,420
V8,C78,360
V8,C79,540
V8,C80,540
V8,C81,300
V8,C82,480
V8,C83,480
V8,C84,360
V8,C85,540
V8,C86,540
V8,C87,480
V8,C88,360
V8,C89,480
V8,C90,420
V8,C91,420
V8,C92,420
V8,C93,540
V8,C94,480
V8,C95,360
V8,C96,300
V8,C97,540
V8,C98,360
V8,C99,300
V8,C100,480
V8,C101,360
V8,C102,540
V8,C103,300
V8,C104,480
V8,C105,480
V8,C106,300
V8,C107,540
V8,C108,420
V8,C109,540
V8,C110,540
V8,C111,480
V8,C112,540
V8,C113,480
V8,C114,480
V8,C115,300
V8,C116,480
V8,C117,360
V8,C118,360
V8,C119,540
V8,C120,480
V8,C121,540
V8,C122,480
V8,C123,420
V8,C124,480
V8,C125,300
V8,C126,480
V8,C127,300
V8,C128,480
V8,C129,300
V8,C130,360
V8,C131,300
V8,C132,300
V8,C133,360
V8,C134,300
V8,C135,360
V8,C136,300
V8,C137,480
V8,C138,360
V8,C139,300
V8,C140,300
V8,C141,420
V8,C142,360
V8,C143,420
V8,C144,420
V8,C145,300
V8,C146,420
V8,C147,540
V8,C148,360
V8,C149,360
V8,C150,360
V8,C151,420
V8,C152,360
V8,C153,420
V8,C154,480
V8,C155,300
V8,C156,420
V8,C157,300
V8,C158,540
V8,C159,480
V8,C160,480
V8,C161,360
V8,C162,540
V8,C163,540
V8,C164,300
V8,C165,480
V8,C166,540
V8,C167,360
V8,C168,480
V8,C169,420
V8,C170,540
V8,C171,360
V8,C172,300
V8,C173,480
V8,C174,540
V8,C175,480
V8,C176,540
V8,C177,540
V8,C178,360
V8,C179,480
V8,C180,420
V8,C181,540
V8,C182,480
V8,C183,420
V8,C184,540
V8,C185,540
V8,C186,480
V8,C187,480
V8,C188,300
V8,C189,480
V8,C190,300
V8,C191,360
V8,C192,420
V8,C193,480
V8,C194,420
V8,C195,420
V8,C196,420
V8,C197,300
V8,C198,540
V8,C199,300
V8,C200,300
V9,C1,480
V9,C2,360
V9,C3,360
V9,C4,360
V9,C5,540
V9,C6,420
V9,C7,540
V9,C8,300
V9,C9,420
V9,C10,480
V9,C11,300
V9,C12,420
V9,C13,300
V9,C14,540
V9,C15,360
V9,C16,420
V9,C17,420
V9,C18,420
V9,C19,480
V9,C20,480
V9,C21,420
V9,C22,300
V9,C23,480
V9,C24,480
V9,C25,480
V9,C26,300
V9,C27,480
V9,C28,540
V9,C29,480
V9,C30,480
V9,C31,540
V9,C32,300
V9,C33,540
V9,C34,360
V9,C35,420
V9,C36,300
V9,C37,480
V9,C38,480
V9,C39,300
V9,C40,300
V9,C41,480
V9,C42,300
V9,C43,480
V9,C44,480
V9,C45,420
V9,C46,300
V9,C47,420
V9,C48,420
V9,C49,360
V9,C50,420
V9,C51,480
V9,C52,480
V9,C53,420
V9,C54,420
V9,C55,480
V9,C56,540
V9,C57,540
V9,C58,480
V9,C59,540
V9,C60,540
V9,C61,300
V9,C62,420
V9,C63,360
V9,C64,480
V9,C65,300
V9,C66,540
V9,C67,360
V9,C68,360
V9,C69,360
V9,C70,480
V9,C71,540
V9,C72,300
V9,C73,540
V9,C74,360
V9,C75,420
V9,C76,540
V9,C77,300
V9,C78,480
V9,C79,480
V9,C80,420
V9,C81,360
V9,C82,480
V9,C83,420
V9,C84,360
V9,C85,420
V9,C86,540
V9,C87,420
V9,C88,360
V9,C89,540
V9,C90,300
V9,C91,300
V9,C92,300
V9,C93,540
V9,C94,420
V9,C95,360
V9,C96,360
V9,C97,540
V9,C98,480
V9,C99,300
V9,C100,540
V9,C101,480
V9,C102,480
V9,C103,360
V9,C104,300
V9,C105,420
V9,C106,420
V9,C107,360
V9,C108,300
V9,C109,540
V9,C110,420
V9,C111,300
V9,C112,300
V9,C113,480
V9,C114,540
V9,C115,300
V9,C116,540
V9,C117,420
V9,C118,300
V9,C119,300
V9,C120,480
V9,C121,420
V9,C122,360
V9,C123,540
V9,C124,300
V9,C125,420
V9,C126,360
V9,C127,540
V9,C128,300
V9,C129,300
V9,C130,300
V9,C131,480
V9,C132,300
V9,C133,300
V9,C134,540
V9,C135,360
V9,C136,540
V9,C137,300
V9,C138,540
V9,C139,540
V9,C140,420
V9,C141,540
V9,C142,360
V9,C143,540
