Id,VehicleType,RemainingBatteryPercentage,EntryPoint,ExitPoint
129,V22,24,A31,A62
130,V12,43,A29,A72
131,V6,65,A13,A78
132,V19,81,A73,A97
133,V30,38,A2,A4
134,V7,30,A38,A79
135,V6,72,A5,A69
136,V24,67,A65,A88
137,V27,33,A77,A82
138,V5,94,A41,A76
139,V1,95,A21,A68
140,V20,59,A13,A21
141,V23,58,A56,A83
142,V24,80,A77,A100
143,V15,32,A83,A94
144,V5,53,A11,A38
145,V1,63,A56,A86
146,V15,33,A44,A53
147,V2,60,A46,A61
148,V20,60,A51,A65
149,V22,86,A84,A98
150,V11,78,A44,A93
151,V28,45,A47,A74
152,V5,88,A37,A58
153,V22,90,A7,A14
154,V9,76,A39,A84
155,V18,29,A6,A17
156,V29,23,A49,A52
157,V6,46,A84,A99
158,V24,80,A25,A74
159,V2,87,A29,A75
160,V23,52,A15,A97
161,V27,61,A3,A30
162,V15,88,A81,A97
163,V5,53,A96,A97
164,V21,98,A75,A80
165,V3,92,A20,A38
166,V19,96,A19,A96
167,V7,59,A71,A81
168,V30,82,A31,A100
169,V3,41,A85,A96
170,V30,35,A42,A58
171,V9,22,A43,A89
172,V15,63,A6,A34
173,V5,50,A72,A85
174,V12,79,A59,A92
175,V27,23,A35,A88
176,V13,32,A58,A88
177,V30,46,A57,A64
178,V26,72,A39,A76
179,V17,52,A86,A87
180,V29,80,A26,A82
181,V14,56,A98,A99
182,V13,39,A94,A100
183,V1,60,A32,A89
184,V17,36,A79,A90
185,V28,36,A83,A94
186,V23,44,A17,A33
187,V13,94,A91,A95
188,V6,55,A53,A80
189,V10,38,A2,A34
190,V8,97,A45,A47
191,V9,71,A92,A100
192,V10,22,A61,A71
193,V12,37,A79,A81
194,V21,75,A75,A89
195,V26,42,A47,A75
196,V8,49,A68,A89
197,V6,52,A81,A100
198,V9,92,A17,A53
199,V14,48,A62,A69
200,V27,22,A39,A71
201,V8,52,A25,A68
202,V10,38,A64,A75
203,V29,79,A16,A19
204,V30,47,A37,A95
205,V19,82,A46,A74
206,V14,22,A78,A93
207,V11,24,A60,A87
208,V8,25,A97,A99
209,V21,60,A97,A98
210,V26,75,A94,A95
211,V28,53,A37,A43
212,V4,32,A30,A78
213,V13,58,A6,A26
214,V7,25,A16,A89
215,V7,30,A36,A93
216,V6,96,A13,A67
217,V14,22,A62,A91
218,V19,34,A55,A85
219,V10,74,A12,A26
220,V23,37,A16,A50
221,V27,44,A71,A95
222,V18,21,A34,A45
223,V27,83,A71,A94
224,V9,38,A70,A86
225,V13,93,A54,A81
226,V3,23,A41,A66
227,V25,56,A25,A65
228,V13,87,A24,A36
229,V26,40,A64,A95
230,V27,52,A36,A62
231,V25,28,A52,A60
232,V6,51,A64,A90
233,V28,72,A26,A37
234,V15,57,A52,A91
235,V13,96,A44,A62
236,V25,94,A70,A79
237,V23,96,A62,A74
238,V8,20,A90,A100
239,V17,70,A64,A86
240,V10,90,A26,A95
241,V6,29,A83,A94
242,V25,53,A40,A77
243,V5,37,A3,A31
244,V21,51,A84,A90
245,V7,90,A73,A77
246,V10,93,A6,A30
247,V4,27,A97,A99
248,V5,50,A51,A56
249,V25,65,A95,A97
250,V12,67,A61,A97
251,V4,56,A80,A100
252,V24,61,A10,A14
253,V4,94,A18,A74
254,V22,41,A55,A64
255,V22,88,A56,A81
256,V27,58,A23,A71
257,V22,54,A91,A94
258,V16,46,A90,A96
259,V6,52,A36,A81
260,V24,57,A26,A82
261,V10,34,A57,A59
262,V22,57,A24,A93
263,V23,53,A2,A5
264,V26,37,A40,A77
265,V15,87,A21,A68
266,V16,85,A87,A97
267,V15,51,A43,A68
268,V20,29,A12,A91
269,V30,30,A83,A96
270,V4,68,A22,A52
271,V14,96,A73,A90
272,V2,83,A27,A91
273,V3,77,A13,A76
274,V29,85,A48,A77
275,V18,63,A46,A84
276,V17,86,A39,A65
277,V21,35,A71,A88
278,V4,92,A28,A80
279,V28,89,A23,A43
280,V18,53,A42,A49
281,V29,97,A7,A10
282,V6,93,A96,A97
283,V7,29,A17,A27
284,V11,42,A92,A100
285,V18,46,A99,A100
286,V29,34,A92,A97
287,V18,86,A24,A29
288,V21,61,A37,A47
289,V3,79,A21,A99
290,V5,69,A77,A82
291,V27,58,A9,A26
292,V28,82,A87,A89
293,V11,26,A94,A99
294,V21,73,A85,A87
295,V8,32,A29,A81
296,V22,22,A1,A22
297,V18,99,A49,A75
298,V23,79,A44,A66
299,V23,95,A96,A98
300,V17,53,A39,A62
301,V8,44,A9,A85
302,V28,29,A43,A51
303,V18,30,A46,A70
304,V22,60,A62,A75
305,V28,39,A59,A98
306,V15,73,A29,A43
307,V4,35,A44,A65
308,V5,44,A30,A64
309,V19,42,A5,A68
310,V4,53,A49,A89
311,V8,58,A64,A79
312,V9,94,A26,A38
313,V12,92,A85,A100
314,V7,92,A38,A98
315,V1,31,A84,A87
316,V17,29,A50,A71
317,V3,73,A98,A100
318,V12,77,A21,A89
319,V3,65,A7,A61
320,V8,55,A64,A88
321,V7,62,A41,A82
322,V6,89,A23,A54
323,V30,22,A96,A97
324,V25,29,A64,A99
325,V24,74,A89,A97
326,V1,20,A79,A93
327,V27,90,A72,A75
328,V13,39,A22,A37
329,V24,54,A96,A98
330,V19,96,A14,A99
331,V9,21,A68,A84
332,V13,34,A84,A86
333,V27,52,A7,A61
334,V20,57,A64,A73
335,V8,53,A30,A95
336,V6,56,A16,A26
337,V24,28,A71,A74
338,V22,48,A52,A89
339,V6,89,A71,A76
340,V14,21,A73,A80
341,V6,82,A63,A70
342,V12,35,A65,A98
343,V2,91,A38,A40
344,V25,30,A80,A94
345,V20,35,A50,A71
346,V19,49,A31,A55
347,V18,34,A65,A88
348,V4,41,A31,A47
349,V7,85,A50,A82
350,V27,91,A5,A46
351,V22,96,A43,A60
352,V5,43,A43,A56
353,V23,79,A90,A95
354,V12,64,A34,A91
355,V30,31,A66,A73
356,V19,65,A95,A98
357,V1,52,A37,A91
358,V27,63,A80,A87
359,V22,65,A33,A76
360,V22,80,A6,A58
361,V18,80,A52,A53
362,V30,24,A22,A65
363,V23,52,A79,A96
364,V9,79,A66,A98
365,V14,66,A3,A7
366,V5,43,A31,A74
367,V6,54,A42,A63
368,V18,45,A3,A49
369,V17,52,A87,A93
370,V6,77,A19,A71
371,V18,25,A72,A92
372,V10,48,A31,A99
373,V23,63,A10,A87
374,V13,79,A3,A98
375,V25,21,A49,A82
376,V3,36,A53,A60
377,V10,50,A84,A88
378,V28,96,A51,A81
379,V18,75,A83,A94
380,V1,86,A35,A95
381,V25,95,A52,A82
382,V2,23,A19,A68
383,V11,69,A84,A85
384,V28,25,A96,A100
385,V21,93,A24,A76
386,V8,27,A2,A8
387,V2,49,A10,A86
388,V26,39,A30,A61
389,V30,99,A35,A47
390,V13,64,A80,A94
391,V13,27,A16,A52
392,V3,27,A91,A100
393,V1,45,A36,A40
394,V19,41,A93,A99
395,V18,87,A65,A85
396,V22,65,A71,A79
397,V22,30,A86,A89
398,V30,97,A78,A100
399,V18,68,A84,A95
400,V3,26,A50,A99
401,V5,29,A32,A98
402,V12,99,A86,A87
403,V30,67,A46,A93
404,V2,48,A72,A73
405,V28,65,A83,A88
406,V23,93,A22,A48
407,V10,75,A91,A96
408,V26,53,A82,A86
409,V12,24,A20,A81
410,V27,51,A28,A43
411,V21,86,A23,A59
412,V16,22,A11,A100
413,V28,26,A43,A50
414,V23,67,A99,A100
415,V14,75,A6,A61
416,V3,63,A55,A59
417,V24,35,A96,A99
418,V30,34,A85,A91
419,V18,66,A5,A98
420,V26,30,A23,A68
421,V19,54,A73,A84
422,V5,32,A81,A93
423,V12,82,A33,A64
424,V28,31,A17,A79
425,V6,92,A1,A55
426,V2,97,A19,A38
427,V4,82,A52,A79
428,V11,62,A89,A93
429,V2,38,A12,A87
430,V15,84,A95,A96
431,V11,72,A91,A93
432,V11,30,A85,A96
433,V24,41,A56,A71
434,V6,36,A70,A72
435,V27,64,A25,A57
436,V14,80,A45,A97
437,V28,56,A82,A94
438,V18,66,A54,A64
439,V12,96,A59,A81
440,V20,68,A68,A74
441,V12,22,A59,A61
442,V10,60,A57,A71
443,V12,30,A73,A99
444,V13,27,A75,A82
445,V14,32,A69,A81
446,V14,65,A75,A87
447,V27,95,A8,A79
448,V9,37,A59,A64
449,V9,63,A77,A95
450,V21,27,A9,A97
451,V8,76,A10,A21
452,V27,23,A50,A98
453,V29,93,A10,A39
454,V24,64,A97,A99
455,V11,79,A98,A99
456,V9,65,A42,A45
457,V21,82,A58,A71
458,V30,69,A75,A86
459,V6,78,A13,A24
460,V20,88,A12,A36
461,V24,94,A64,A80
462,V26,50,A91,A92
463,V27,64,A27,A81
464,V4,40,A63,A69
465,V2,37,A96,A98
466,V7,95,A83,A96
467,V18,79,A74,A93
468,V16,33,A84,A100
469,V17,55,A25,A52
470,V23,86,A74,A87
471,V13,92,A54,A82
472,V4,32,A52,A76
473,V17,94,A69,A74
474,V7,26,A37,A61
475,V21,61,A4,A92
476,V22,43,A12,A48
477,V5,73,A12,A76
478,V30,72,A35,A84
479,V24,24,A28,A32
480,V11,83,A8,A56
481,V16,23,A51,A75
482,V8,45,A5,A61
483,V13,20,A47,A64
484,V24,69,A17,A70
485,V6,74,A17,A43
486,V9,48,A61,A68
487,V22,84,A92,A98
488,V16,94,A45,A48
489,V7,62,A80,A92
490,V1,96,A64,A94
491,V4,33,A19,A97
492,V27,20,A33,A90
493,V28,95,A5,A8
494,V14,73,A87,A89
495,V28,26,A81,A91
496,V17,34,A35,A69
497,V7,34,A54,A99
498,V16,86,A41,A45
499,V22,91,A42,A83
500,V7,88,A81,A85
501,V28,73,A52,A70
502,V13,57,A7,A84
503,V17,37,A49,A79
504,V18,48,A4,A66
505,V23,61,A54,A84
506,V15,41,A10,A27
507,V28,23,A12,A93
508,V26,61,A27,A85
509,V17,75,A98,A99
510,V10,52,A98,A99
511,V26,77,A51,A90
512,V29,36,A86,A99
513,V28,85,A2,A8
514,V24,33,A25,A27
515,V12,30,A4,A61
516,V27,56,A26,A92
517,V6,69,A19,A54
518,V5,97,A32,A87
519,V13,35,A12,A84
520,V26,89,A79,A81
521,V14,92,A17,A86
522,V7,82,A25,A79
523,V13,55,A76,A90
524,V22,51,A30,A79
525,V13,42,A62,A96
526,V7,62,A60,A74
527,V20,92,A61,A62
528,V30,50,A14,A66
529,V1,63,A94,A95
530,V24,34,A57,A68
531,V13,44,A82,A92
532,V24,22,A92,A97
533,V3,26,A25,A48
534,V26,49,A59,A73
535,V19,99,A59,A62
536,V17,71,A38,A61
537,V23,42,A40,A59
538,V16,70,A99,A100
539,V20,42,A31,A35
540,V29,86,A99,A100
541,V30,91,A67,A91
542,V11,35,A49,A57
543,V24,43,A28,A31
544,V1,33,A3,A85
545,V21,86,A12,A83
546,V27,71,A18,A74
547,V10,29,A15,A97
548,V1,62,A7,A21
549,V26,70,A36,A43
550,V3,92,A28,A46
551,V22,55,A21,A60
552,V20,24,A83,A86
553,V30,62,A16,A67
554,V8,43,A77,A93
555,V6,46,A34,A90
556,V6,91,A19,A44
557,V17,58,A51,A79
558,V5,72,A16,A97
559,V12,80,A48,A100
560,V19,32,A12,A40
561,V27,57,A20,A25
562,V23,20,A23,A73
563,V22,71,A22,A29
564,V9,60,A60,A92
565,V2,76,A88,A98
566,V14,24,A96,A98
567,V1,73,A55,A69
568,V13,65,A5,A52
569,V17,78,A18,A20
570,V4,93,A27,A44
571,V22,43,A29,A79
572,V21,79,A56,A80
573,V14,43,A49,A58
574,V1,68,A17,A94
575,V26,98,A68,A98
576,V2,85,A41,A83
577,V5,24,A73,A88
578,V16,74,A17,A86
579,V2,54,A29,A59
580,V20,98,A98,A99
581,V15,78,A4,A76
582,V27,34,A71,A76
583,V30,33,A23,A92
584,V27,92,A60,A67
585,V26,28,A10,A12
586,V20,61,A67,A75
587,V17,58,A75,A80
588,V17,79,A86,A100
589,V22,53,A69,A85
590,V3,57,A53,A61
591,V26,20,A30,A33
592,V15,64,A31,A55
593,V5,65,A4,A39
594,V5,55,A2,A45
595,V27,89,A18,A63
596,V17,70,A6,A10
597,V26,71,A79,A86
598,V18,42,A54,A79
599,V19,73,A17,A26
600,V29,39,A51,A88
601,V24,45,A97,A99
602,V26,23,A71,A90
603,V11,21,A65,A74
604,V11,61,A3,A14
605,V29,20,A52,A69
606,V22,46,A53,A95
607,V21,59,A68,A76
608,V6,53,A81,A98
609,V16,63,A49,A77
610,V20,87,A55,A58
611,V25,26,A11,A35
612,V5,22,A93,A98
613,V5,88,A39,A44
614,V10,61,A19,A77
615,V1,56,A41,A48
616,V8,80,A79,A92
617,V13,60,A30,A72
618,V26,93,A49,A63
619,V19,77,A69,A100
620,V3,85,A26,A52
621,V28,74,A89,A91
622,V23,91,A67,A95
623,V18,42,A5,A68
624,V6,66,A94,A99
625,V13,66,A42,A44
626,V12,96,A78,A91
627,V6,47,A83,A89
628,V17,39,A10,A51
629,V1,82,A63,A93
630,V16,27,A19,A61
631,V3,76,A26,A91
632,V4,54,A75,A76
633,V6,72,A99,A100
634,V26,27,A2,A6
635,V11,30,A17,A23
636,V23,75,A25,A53
637,V16,48,A56,A95
638,V29,42,A45,A72
639,V1,98,A62,A83
640,V11,66,A18,A35
641,V10,44,A12,A36
642,V2,25,A30,A32
643,V23,74,A19,A68
644,V19,30,A42,A96
645,V18,37,A51,A59
646,V25,60,A57,A85
647,V15,81,A16,A21
648,V19,32,A6,A56
649,V6,27,A6,A94
650,V18,62,A24,A37
651,V11,68,A61,A99
652,V21,64,A82,A100
653,V11,55,A17,A70
654,V10,22,A19,A47
655,V10,91,A15,A51
656,V15,39,A50,A65
657,V8,33,A73,A87
658,V22,44,A84,A89
659,V1,52,A49,A65
660,V30,62,A33,A51
661,V28,28,A91,A92
662,V19,78,A33,A36
663,V23,62,A92,A99
664,V17,83,A96,A98
665,V24,45,A82,A91
666,V17,98,A14,A38
667,V12,30,A49,A95
668,V7,74,A94,A97
669,V18,87,A85,A90
670,V18,80,A60,A61
671,V1,69,A85,A97
672,V1,59,A58,A75
673,V29,78,A1,A28
674,V12,41,A25,A55
675,V4,63,A43,A86
676,V21,22,A32,A33
677,V23,86,A29,A82
678,V12,25,A36,A69
679,V2,71,A94,A100
680,V27,64,A29,A73
681,V30,90,A13,A54
682,V30,47,A58,A77
683,V12,20,A23,A86
684,V19,89,A78,A84
685,V20,41,A30,A41
686,V18,38,A68,A89
687,V22,97,A70,A73
688,V30,51,A18,A21
689,V20,28,A46,A81
690,V22,43,A84,A100
691,V26,75,A97,A100
692,V1,36,A28,A73
693,V11,74,A85,A91
694,V17,51,A57,A72
695,V11,76,A57,A65
696,V28,91,A76,A99
697,V8,70,A20,A83
698,V19,96,A73,A100
699,V5,49,A82,A86
700,V27,92,A66,A91
701,V12,45,A24,A32
702,V22,57,A39,A40
703,V20,34,A68,A70
704,V22,88,A16,A32
705,V18,76,A61,A95
706,V14,74,A78,A98
707,V23,99,A1,A84
708,V3,88,A19,A80
709,V2,36,A70,A73
710,V17,23,A22,A69
711,V22,35,A73,A82
712,V5,99,A24,A81
713,V26,85,A22,A100
714,V12,45,A55,A79
715,V26,30,A95,A98
716,V13,79,A61,A87
717,V22,27,A52,A93
718,V23,42,A47,A77
719,V3,78,A28,A99
720,V2,97,A38,A60
721,V8,32,A36,A94
722,V22,67,A79,A90
723,V17,65,A36,A42
724,V4,36,A39,A50
725,V12,83,A25,A36
726,V2,86,A25,A74
727,V16,62,A81,A85
728,V10,65,A75,A83
729,V6,61,A70,A86
730,V21,82,A46,A85
731,V26,70,A7,A42
732,V20,44,A70,A100
733,V3,42,A80,A85
734,V18,56,A95,A99
735,V30,56,A86,A99
736,V14,85,A5,A46
737,V29,42,A81,A84
738,V22,86,A25,A99
739,V15,67,A71,A93
740,V25,58,A11,A69
741,V14,31,A84,A92
742,V17,36,A70,A80
743,V30,36,A3,A63
744,V28,27,A45,A74
745,V30,44,A39,A79
746,V30,68,A33,A72
747,V11,73,A2,A48
748,V3,28,A55,A68
749,V15,32,A78,A99
750,V8,20,A41,A54
751,V5,88,A75,A96
752,V30,34,A24,A64
753,V29,58,A66,A76
754,V29,59,A42,A50
755,V6,55,A51,A66
756,V13,65,A72,A86
757,V8,94,A61,A87
758,V30,95,A50,A78
759,V8,87,A34,A56
760,V28,68,A3,A23
761,V8,46,A21,A31
762,V28,41,A47,A52
763,V22,21,A12,A92
764,V7,96,A14,A40
765,V11,72,A3,A14
766,V22,27,A23,A89
767,V8,95,A49,A61
768,V16,35,A28,A40
769,V7,99,A97,A100
770,V13,30,A41,A100
771,V30,91,A64,A66
772,V16,39,A63,A100
773,V9,35,A22,A68
774,V9,71,A3,A92
775,V1,62,A37,A72
776,V25,29,A1,A45
777,V10,77,A50,A82
778,V10,34,A1,A65
779,V13,74,A54,A78
780,V3,25,A50,A82
781,V11,66,A73,A89
782,V15,42,A13,A74
783,V27,29,A71,A82
784,V30,76,A45,A74
785,V3,78,A60,A72
786,V9,66,A78,A79
787,V10,87,A46,A93
788,V7,81,A73,A96
789,V20,68,A3,A88
790,V21,93,A62,A89
791,V16,64,A15,A19
792,V2,40,A77,A82
793,V18,98,A22,A48
794,V22,67,A87,A91
795,V7,94,A41,A85
796,V17,37,A84,A88
797,V15,25,A10,A77
798,V10,52,A74,A90
799,V17,86,A21,A95
800,V3,84,A38,A97
801,V8,95,A62,A89
802,V4,67,A66,A81
803,V4,32,A8,A60
804,V11,62,A58,A76
805,V21,68,A54,A92
806,V19,52,A24,A79
807,V18,43,A46,A94
808,V19,46,A86,A100
809,V4,30,A89,A91
810,V12,86,A6,A67
811,V9,88,A88,A92
812,V16,55,A84,A91
813,V13,41,A92,A94
814,V11,26,A4,A93
815,V15,85,A4,A66
816,V29,50,A23,A44
817,V5,99,A50,A56
818,V13,80,A16,A51
819,V11,81,A91,A94
820,V9,62,A64,A87
821,V11,44,A22,A89
822,V14,77,A11,A52
823,V28,57,A72,A80
824,V17,27,A50,A69
825,V14,40,A81,A88
826,V15,34,A47,A100
827,V13,32,A73,A77
828,V26,88,A39,A91
829,V15,92,A3,A48
830,V17,65,A44,A50
831,V21,77,A50,A67
832,V21,24,A61,A75
833,V18,49,A61,A69
834,V11,98,A91,A96
835,V19,95,A2,A78
836,V23,37,A30,A35
837,V14,27,A84,A89
838,V5,57,A33,A92
839,V23,62,A26,A70
840,V15,94,A95,A98
841,V25,95,A20,A33
842,V7,22,A98,A99
843,V8,81,A92,A96
844,V6,59,A80,A94
845,V28,71,A37,A52
846,V2,45,A38,A69
847,V13,84,A43,A73
848,V16,67,A10,A41
849,V25,91,A89,A98
850,V15,26,A7,A45
851,V20,23,A24,A43
852,V18,72,A37,A97
853,V7,36,A2,A70
854,V24,25,A29,A75
855,V26,28,A48,A73
856,V15,40,A2,A24
857,V6,54,A38,A91
858,V12,92,A11,A52
859,V11,58,A57,A90
860,V25,39,A52,A95
861,V11,85,A70,A98
862,V20,39,A31,A65
863,V13,53,A14,A76
864,V3,93,A55,A97
865,V1,49,A66,A85
866,V20,59,A51,A98
867,V9,60,A53,A61
868,V22,57,A15,A95
869,V20,89,A33,A69
870,V20,44,A92,A94
871,V27,27,A4,A74
872,V24,73,A88,A97
873,V26,25,A32,A70
874,V28,49,A45,A61
875,V7,76,A90,A93
876,V22,98,A55,A99
877,V17,82,A71,A99
878,V6,49,A20,A28
879,V9,71,A89,A95
880,V12,62,A62,A92
881,V16,38,A27,A59
882,V7,73,A7,A14
883,V15,97,A81,A91
884,V26,91,A46,A57
885,V24,87,A6,A78
886,V25,81,A26,A34
887,V15,59,A77,A92
888,V2,73,A84,A98
889,V3,61,A83,A88
890,V2,54,A38,A77
891,V25,61,A7,A80
892,V26,92,A90,A93
893,V10,75,A30,A58
894,V28,58,A18,A81
895,V30,67,A30,A96
896,V3,98,A13,A99
897,V22,53,A20,A48
898,V22,96,A33,A80
899,V2,87,A55,A82
900,V30,69,A13,A14
901,V26,69,A50,A76
902,V21,77,A6,A91
903,V15,21,A66,A69
904,V15,56,A9,A63
905,V22,80,A7,A14
906,V23,88,A32,A48
907,V4,36,A12,A68
908,V30,99,A43,A81
909,V10,64,A66,A90
910,V6,82,A90,A98
911,V17,96,A31,A64
912,V7,81,A54,A82
913,V28,86,A85,A100
914,V1,58,A97,A98
915,V12,22,A87,A95
916,V21,66,A41,A52
917,V12,97,A85,A98
918,V9,35,A64,A76
919,V20,83,A20,A68
920,V14,24,A60,A95
921,V22,48,A36,A85
922,V1,74,A10,A82
923,V9,41,A78,A91
924,V28,72,A31,A34
925,V30,29,A4,A12
926,V17,27,A15,A29
927,V22,62,A81,A88
928,V18,47,A80,A96
929,V29,28,A97,A98
930,V14,91,A64,A65
931,V8,37,A58,A84
932,V20,20,A92,A97
933,V19,74,A99,A100
934,V7,20,A99,A100
935,V15,49,A7,A39
936,V26,87,A13,A51
937,V4,57,A66,A75
938,V30,80,A53,A86
939,V6,31,A99,A100
940,V2,31,A80,A81
941,V23,96,A43,A53
942,V22,91,A87,A100
943,V11,79,A27,A62
944,V11,88,A51,A74
945,V3,48,A51,A61
946,V29,38,A90,A98
947,V3,72,A18,A39
948,V23,64,A69,A85
949,V25,41,A29,A44
950,V17,27,A6,A13
951,V27,55,A68,A74
952,V18,24,A46,A53
953,V29,66,A46,A83
954,V27,90,A86,A100
955,V20,85,A3,A19
956,V26,67,A76,A89
957,V10,34,A69,A97
958,V15,85,A90,A98
959,V2,67,A61,A63
960,V14,29,A60,A90
961,V11,99,A15,A95
962,V19,62,A52,A84
963,V23,59,A19,A93
964,V17,57,A19,A89
965,V29,65,A44,A100
966,V25,66,A77,A85
967,V3,28,A57,A71
968,V6,60,A7,A79
969,V8,25,A79,A99
970,V5,91,A3,A49
971,V5,45,A85,A98
972,V2,63,A23,A62
973,V22,79,A1,A4
974,V1,86,A32,A63
975,V13,21,A50,A85
976,V12,29,A69,A100
977,V16,64,A94,A98
978,V24,29,A8,A9
979,V16,83,A6,A89
980,V14,49,A12,A34
981,V9,95,A71,A75
982,V26,35,A68,A87
983,V5,75,A54,A79
984,V26,62,A66,A76
985,V14,40,A23,A79
986,V10,94,A88,A97
987,V16,61,A73,A92
988,V16,34,A84,A94
989,V26,66,A66,A84
990,V25,64,A39,A75
991,V20,85,A51,A72
992,V15,51,A9,A31
993,V26,70,A87,A88
994,V8,58,A44,A89
995,V17,41,A90,A95
996,V15,51,A24,A52
997,V11,61,A91,A100
998,V21,55,A3,A44
999,V2,56,A86,A88
1000,V18,89,A97,A98
1001,V1,35,A21,A97
1002,V18,27,A12,A42
1003,V16,36,A20,A88
1004,V6,33,A90,A97
1005,V15,74,A50,A63
1006,V19,32,A43,A83
1007,V30,40,A83,A90
1008,V13,34,A94,A97
1009,V17,27,A4,A37
1010,V1,91,A10,A56
1011,V22,29,A27,A100
1012,V13,71,A63,A89
1013,V1,80,A21,A97
1014,V19,52,A98,A99
1015,V26,46,A53,A67
1016,V18,77,A97,A100
1017,V2,38,A56,A74
1018,V6,95,A9,A64
1019,V25,89,A49,A83
1020,V24,56,A47,A67
1021,V5,96,A63,A84
1022,V29,35,A53,A85
1023,V5,77,A58,A93
1024,V3,55,A78,A92
1025,V29,41,A1,A32
1026,V13,91,A70,A71
1027,V27,90,A11,A68
1028,V11,48,A70,A85
1029,V18,32,A4,A69
1030,V12,89,A91,A92
1031,V8,98,A24,A89
1032,V13,29,A44,A74
1033,V15,81,A16,A71
1034,V7,67,A96,A97
1035,V11,26,A24,A54
1036,V2,58,A91,A94
1037,V12,77,A54,A66
1038,V18,80,A40,A73
1039,V3,49,A20,A34
1040,V25,66,A65,A74
1041,V10,54,A44,A60
1042,V22,57,A23,A27
1043,V27,48,A87,A91
1044,V3,49,A72,A76
1045,V8,56,A85,A95
1046,V8,74,A38,A73
1047,V12,65,A32,A88
1048,V10,36,A32,A57
1049,V30,76,A46,A59
1050,V22,22,A61,A73
1051,V27,85,A93,A97
1052,V10,78,A97,A99
1053,V25,21,A45,A85
1054,V8,68,A1,A57
1055,V24,69,A35,A99
1056,V24,98,A37,A68
1057,V21,80,A73,A76
1058,V8,43,A74,A96
1059,V30,83,A90,A97
1060,V27,54,A43,A75
1061,V16,27,A34,A67
1062,V16,78,A76,A86
1063,V3,87,A5,A67
1064,V8,83,A43,A82
1065,V27,88,A87,A90
1066,V8,71,A13,A19
