VehicleType,ChargingStation,TimeToChargePerUnit
V5,C47,540
V5,C48,420
V5,C49,420
V5,C50,480
V5,C51,480
V5,C52,300
V5,C53,540
V5,C54,420
V5,C55,540
V5,C56,300
V5,C57,480
V5,C58,360
V5,C59,300
V5,C60,480
V5,C61,300
V5,C62,360
V5,C63,540
V5,C64,420
V5,C65,480
V5,C66,360
V5,C67,540
V5,C68,540
V5,C69,360
V5,C70,540
V5,C71,300
V5,C72,300
V5,C73,540
V5,C74,540
V5,C75,420
V5,C76,480
V5,C77,420
V5,C78,360
V5,C79,540
V5,C80,420
V5,C81,300
V5,C82,360
V5,C83,540
V5,C84,540
V5,C85,360
V5,C86,480
V5,C87,540
V5,C88,420
V5,C89,480
V5,C90,480
V5,C91,420
V5,C92,300
V5,C93,480
V5,C94,300
V5,C95,540
V5,C96,300
V5,C97,300
V5,C98,420
V5,C99,420
V5,C100,360
V6,C1,480
V6,C2,480
V6,C3,540
V6,C4,300
V6,C5,300
V6,C6,540
V6,C7,540
V6,C8,480
V6,C9,420
V6,C10,480
V6,C11,300
V6,C12,480
V6,C13,360
V6,C14,420
V6,C15,300
V6,C16,480
V6,C17,540
V6,C18,420
V6,C19,480
V6,C20,300
V6,C21,480
V6,C22,540
V6,C23,480
V6,C24,420
V6,C25,300
V6,C26,300
V6,C27,420
V6,C28,300
V6,C29,540
V6,C30,360
V6,C31,420
V6,C32,360
V6,C33,480
V6,C34,420
V6,C35,480
V6,C36,360
V6,C37,420
V6,C38,540
V6,C39,540
V6,C40,540
V6,C41,300
V6,C42,420
V6,C43,420
V6,C44,420
V6,C45,360
V6,C46,480
V6,C47,540
V6,C48,420
V6,C49,540
V6,C50,300
V6,C51,540
V6,C52,360
V6,C53,360
V6,C54,480
V6,C55,300
V6,C56,480
V6,C57,300
V6,C58,420
V6,C59,360
V6,C60,360
V6,C61,420
V6,C62,540
V6,C63,540
V6,C64,480
V6,C65,300
V6,C66,540
V6,C67,540
V6,C68,480
V6,C69,480
V6,C70,420
V6,C71,360
V6,C72,300
V6,C73,480
V6,C74,480
V6,C75,540
V6,C76,360
V6,C77,360
V6,C78,480
V6,C79,300
V6,C80,420
V6,C81,420
V6,C82,300
V6,C83,540
V6,C84,300
V6,C85,300
V6,C86,540
V6,C87,540
V6,C88,540
V6,C89,420
V6,C90,300
V6,C91,420
V6,C92,540
V6,C93,300
V6,C94,540
V6,C95,300
V6,C96,300
V6,C97,300
V6,C98,300
V6,C99,480
V6,C100,420
V7,C1,300
V7,C2,420
V7,C3,420
V7,C4,360
V7,C5,360
V7,C6,300
V7,C7,360
V7,C8,480
V7,C9,300
V7,C10,540
V7,C11,300
V7,C12,360
V7,C13,300
V7,C14,300
V7,C15,540
V7,C16,300
V7,C17,420
V7,C18,360
V7,C19,300
V7,C20,360
V7,C21,420
V7,C22,300
V7,C23,360
V7,C24,420
V7,C25,360
V7,C26,540
V7,C27,540
V7,C28,540
V7,C29,480
V7,C30,300
V7,C31,300
V7,C32,300
V7,C33,360
V7,C34,480
V7,C35,480
V7,C36,300
V7,C37,300
V7,C38,540
V7,C39,420
V7,C40,540
V7,C41,300
V7,C42,420
V7,C43,540
V7,C44,420
V7,C45,300
V7,C46,300
V7,C47,360
V7,C48,360
V7,C49,540
V7,C50,480
V7,C51,540
V7,C52,360
V7,C53,300
V7,C54,300
V7,C55,540
V7,C56,480
V7,C57,360
V7,C58,300
V7,C59,540
V7,C60,360
V7,C61,420
V7,C62,360
V7,C63,480
V7,C64,420
V7,C65,420
V7,C66,480
V7,C67,300
V7,C68,480
V7,C69,360
V7,C70,480
V7,C71,540
V7,C72,540
V7,C73,480
V7,C74,360
V7,C75,360
V7,C76,480
V7,C77,300
V7,C78,360
V7,C79,300
V7,C80,540
V7,C81,300
V7,C82,360
V7,C83,300
V7,C84,360
V7,C85,420
V7,C86,420
V7,C87,480
V7,C88,360
V7,C89,300
V7,C90,300
V7,C91,300
V7,C92,540
V7,C93,360
V7,C94,420
V7,C95,300
V7,C96,300
V7,C97,420
V7,C98,300
V7,C99,360
V7,C100,360
V8,C1,420
V8,C2,300
V8,C3,540
V8,C4,540
V8,C5,480
V8,C6,420
V8,C7,300
V8,C8,480
V8,C9,420
V8,C10,480
V8,C11,420
V8,C12,420
V8,C13,420
V8,C14,540
V8,C15,360
V8,C16,300
V8,C17,360
V8,C18,420
V8,C19,300
V8,C20,540
V8,C21,360
V8,C22,360
V8,C23,480
V8,C24,540
V8,C25,480
V8,C26,480
V8,C27,540
V8,C28,420
V8,C29,480
V8,C30,480
V8,C31,360
V8,C32,300
V8,C33,480
V8,C34,480
V8,C35,540
V8,C36,300
V8,C37,540
V8,C38,540
V8,C39,420
V8,C40,360
V8,C41,540
V8,C42,300
V8,C43,360
V8,C44,300
V8,C45,480
V8,C46,420
V8,C47,300
V8,C48,540
V8,C49,540
V8,C50,300
V8,C51,540
V8,C52,540
V8,C53,540
V8,C54,480
V8,C55,420
V8,C56,300
V8,C57,300
V8,C58,420
V8,C59,480
V8,C60,300
V8,C61,300
V8,C62,540
V8,C63,360
V8,C64,420
V8,C65,420
V8,C66,540
V8,C67,480
V8,C68,540
V8,C69,540
V8,C70,420
V8,C71,360
V8,C72,540
V8,C73,540
V8,C74,540
V8,C75,420
V8,C76,540
V8,C77,540
V8,C78,540
V8,C79,300
V8,C80,300
V8,C81,480
V8,C82,420
V8,C83,540
V8,C84,300
V8,C85,480
V8,C86,480
V8,C87,420
V8,C88,300
V8,C89,300
V8,C90,360
V8,C91,540
V8,C92,360
V8,C93,360
V8,C94,540
V8,C95,300
V8,C96,300
V8,C97,420
V8,C98,300
V8,C99,420
V8,C100,420
V9,C1,420
V9,C2,360
V9,C3,540
V9,C4,420
V9,C5,360
V9,C6,480
V9,C7,420
V9,C8,540
V9,C9,420
V9,C10,300
V9,C11,480
V9,C12,300
V9,C13,480
V9,C14,300
V9,C15,480
V9,C16,480
V9,C17,540
V9,C18,360
V9,C19,420
V9,C20,540
V9,C21,480
V9,C22,480
V9,C23,300
V9,C24,420
V9,C25,360
V9,C26,360
V9,C27,540
V9,C28,300
V9,C29,300
V9,C30,480
V9,C31,420
V9,C32,420
V9,C33,480
V9,C34,360
V9,C35,360
V9,C36,300
V9,C37,480
V9,C38,540
V9,C39,360
V9,C40,480
V9,C41,420
V9,C42,540
V9,C43,540
V9,C44,480
V9,C45,360
V9,C46,540
V9,C47,360
V9,C48,360
V9,C49,300
V9,C50,360
V9,C51,420
V9,C52,480
V9,C53,300
V9,C54,300
V9,C55,360
V9,C56,420
V9,C57,360
V9,C58,300
V9,C59,480
V9,C60,360
V9,C61,480
V9,C62,420
V9,C63,300
V9,C64,360
V9,C65,300
V9,C66,300
V9,C67,360
V9,C68,540
V9,C69,300
V9,C70,300
V9,C71,420
V9,C72,420
V9,C73,300
V9,C74,420
V9,C75,300
V9,C76,300
V9,C77,300
V9,C78,360
V9,C79,360
V9,C80,300
V9,C81,540
V9,C82,360
V9,C83,420
V9,C84,360
V9,C85,300
V9,C86,360
V9,C87,540
V9,C88,300
V9,C89,540
V9,C90,360
V9,C91,300
V9,C92,540
V9,C93,420
V9,C94,420
V9,C95,480
V9,C96,360
V9,C97,540
V9,C98,420
V9,C99,480
V9,C100,480
V10,C1,540
V10,C2,480
V10,C3,360
V10,C4,480
V10,C5,540
V10,C6,480
V10,C7,300
V10,C8,480
V10,C9,300
V10,C10,360
V10,C11,540
V10,C12,360
V10,C13,480
V10,C14,420
V10,C15,540
V10,C16,480
V10,C17,360
V10,C18,540
V10,C19,300
V10,C20,540
V10,C21,420
V10,C22,480
V10,C23,480
V10,C24,300
V10,C25,480
V10,C26,300
V10,C27,360
V10,C28,360
V10,C29,480
V10,C30,480
V10,C31,420
V10,C32,480
V10,C33,300
V10,C34,480
V10,C35,420
V10,C36,480
V10,C37,480
V10,C38,360
V10,C39,420
V10,C40,540
V10,C41,360
V10,C42,360
V10,C43,540
V10,C44,480
V10,C45,300
V10,C46,300
V10,C47,360
V10,C48,480
V10,C49,360
V10,C50,540
V10,C51,480
V10,C52,540
V10,C53,420
V10,C54,420
V10,C55,540
V10,C56,420
V10,C57,540
V10,C58,300
V10,C59,300
V10,C60,360
V10,C61,480
V10,C62,480
V10,C63,540
V10,C64,360
V10,C65,480
V10,C66,480
V10,C67,540
V10,C68,420
V10,C69,420
V10,C70,360
V10,C71,420
V10,C72,540
V10,C73,360
V10,C74,420
V10,C75,480
V10,C76,480
V10,C77,540
V10,C78,540
V10,C79,300
V10,C80,480
V10,C81,480
V10,C82,420
V10,C83,360
V10,C84,540
V10,C85,480
V10,C86,540
V10,C87,540
V10,C88,540
V10,C89,300
V10,C90,420
V10,C91,540
V10,C92,420
V10,C93,540
V10,C94,420
V10,C95,480
V10,C96,420
V10,C97,540
V10,C98,300
V10,C99,360
V10,C100,540
