VehicleType,ChargingStation,TimeToChargePerUnit
V3,C147,420
V3,C148,360
V3,C149,540
V3,C150,420
V4,C1,420
V4,C2,360
V4,C3,300
V4,C4,360
V4,C5,540
V4,C6,360
V4,C7,420
V4,C8,540
V4,C9,300
V4,C10,540
V4,C11,420
V4,C12,420
V4,C13,480
V4,C14,300
V4,C15,360
V4,C16,480
V4,C17,480
V4,C18,540
V4,C19,540
V4,C20,480
V4,C21,300
V4,C22,420
V4,C23,420
V4,C24,420
V4,C25,480
V4,C26,300
V4,C27,540
V4,C28,300
V4,C29,300
V4,C30,300
V4,C31,480
V4,C32,300
V4,C33,420
V4,C34,480
V4,C35,300
V4,C36,360
V4,C37,540
V4,C38,360
V4,C39,300
V4,C40,420
V4,C41,480
V4,C42,540
V4,C43,540
V4,C44,300
V4,C45,480
V4,C46,300
V4,C47,420
V4,C48,480
V4,C49,480
V4,C50,300
V4,C51,420
V4,C52,360
V4,C53,300
V4,C54,540
V4,C55,300
V4,C56,540
V4,C57,420
V4,C58,360
V4,C59,420
V4,C60,420
V4,C61,480
V4,C62,360
V4,C63,540
V4,C64,540
V4,C65,360
V4,C66,540
V4,C67,300
V4,C68,540
V4,C69,480
V4,C70,420
V4,C71,360
V4,C72,360
V4,C73,300
V4,C74,540
V4,C75,480
V4,C76,480
V4,C77,360
V4,C78,420
V4,C79,540
V4,C80,420
V4,C81,540
V4,C82,360
V4,C83,480
V4,C84,540
V4,C85,540
V4,C86,540
V4,C87,540
V4,C88,360
V4,C89,420
V4,C90,300
V4,C91,300
V4,C92,300
V4,C93,480
V4,C94,480
V4,C95,480
V4,C96,480
V4,C97,300
V4,C98,420
V4,C99,540
V4,C100,360
V4,C101,300
V4,C102,300
V4,C103,480
V4,C104,540
V4,C105,540
V4,C106,360
V4,C107,480
V4,C108,420
V4,C109,540
V4,C110,360
V4,C111,480
V4,C112,480
V4,C113,480
V4,C114,540
V4,C115,360
V4,C116,360
V4,C117,300
V4,C118,540
V4,C119,300
V4,C120,360
V4,C121,480
V4,C122,300
V4,C123,360
V4,C124,300
V4,C125,540
V4,C126,360
V4,C127,540
V4,C128,420
V4,C129,360
V4,C130,420
V4,C131,480
V4,C132,540
V4,C133,300
V4,C134,420
V4,C135,540
V4,C136,540
V4,C137,540
V4,C138,540
V4,C139,480
V4,C140,360
V4,C141,480
V4,C142,540
V4,C143,360
V4,C144,540
V4,C145,360
V4,C146,540
V4,C147,300
V4,C148,480
V4,C149,540
V4,C150,540
V5,C1,480
V5,C2,360
V5,C3,420
V5,C4,480
V5,C5,300
V5,C6,420
V5,C7,300
V5,C8,300
V5,C9,360
V5,C10,360
V5,C11,420
V5,C12,360
V5,C13,480
V5,C14,300
V5,C15,540
V5,C16,300
V5,C17,420
V5,C18,420
V5,C19,360
V5,C20,420
V5,C21,420
V5,C22,300
V5,C23,540
V5,C24,540
V5,C25,300
V5,C26,300
V5,C27,540
V5,C28,360
V5,C29,480
V5,C30,300
V5,C31,360
V5,C32,300
V5,C33,360
V5,C34,420
V5,C35,300
V5,C36,360
V5,C37,360
V5,C38,480
V5,C39,420
V5,C40,360
V5,C41,300
V5,C42,300
V5,C43,480
V5,C44,420
V5,C45,300
V5,C46,300
V5,C47,480
V5,C48,480
V5,C49,480
V5,C50,420
V5,C51,480
V5,C52,420
V5,C53,300
V5,C54,540
V5,C55,480
V5,C56,540
V5,C57,480
V5,C58,300
V5,C59,360
V5,C60,300
V5,C61,300
V5,C62,300
V5,C63,360
V5,C64,480
V5,C65,540
V5,C66,480
V5,C67,420
V5,C68,420
V5,C69,420
V5,C70,540
V5,C71,300
V5,C72,300
V5,C73,480
V5,C74,540
V5,C75,360
V5,C76,420
V5,C77,480
V5,C78,540
V5,C79,540
V5,C80,420
V5,C81,480
V5,C82,420
V5,C83,300
V5,C84,480
V5,C85,540
V5,C86,420
V5,C87,540
V5,C88,480
V5,C89,540
V5,C90,300
V5,C91,300
V5,C92,300
V5,C93,300
V5,C94,300
V5,C95,360
V5,C96,420
V5,C97,480
V5,C98,360
V5,C99,540
V5,C100,480
V5,C101,540
V5,C102,360
V5,C103,480
V5,C104,300
V5,C105,420
V5,C106,420
V5,C107,300
V5,C108,480
V5,C109,420
V5,C110,480
V5,C111,360
V5,C112,480
V5,C113,300
V5,C114,420
V5,C115,540
V5,C116,360
V5,C117,540
V5,C118,300
V5,C119,540
V5,C120,360
V5,C121,540
V5,C122,480
V5,C123,480
V5,C124,300
V5,C125,540
V5,C126,540
V5,C127,360
V5,C128,360
V5,C129,360
V5,C130,300
V5,C131,300
V5,C132,420
V5,C133,480
V5,C134,300
V5,C135,480
V5,C136,420
V5,C137,540
V5,C138,540
V5,C139,540
V5,C140,420
V5,C141,300
V5,C142,540
V5,C143,540
V5,C144,480
V5,C145,360
V5,C146,420
V5,C147,300
V5,C148,540
V5,C149,420
V5,C150,360
V6,C1,300
V6,C2,420
V6,C3,540
V6,C4,540
V6,C5,360
V6,C6,480
V6,C7,480
V6,C8,360
V6,C9,480
V6,C10,540
V6,C11,480
V6,C12,420
V6,C13,420
V6,C14,300
V6,C15,420
V6,C16,360
V6,C17,360
V6,C18,420
V6,C19,540
V6,C20,360
V6,C21,480
V6,C22,540
V6,C23,540
V6,C24,420
V6,C25,360
V6,C26,300
V6,C27,420
V6,C28,300
V6,C29,480
V6,C30,540
V6,C31,540
V6,C32,480
V6,C33,300
V6,C34,420
V6,C35,480
V6,C36,300
V6,C37,360
V6,C38,540
V6,C39,540
V6,C40,540
V6,C41,540
V6,C42,540
V6,C43,360
V6,C44,480
V6,C45,300
V6,C46,360
V6,C47,300
V6,C48,420
V6,C49,480
V6,C50,540
V6,C51,300
V6,C52,540
V6,C53,360
V6,C54,540
V6,C55,360
V6,C56,480
V6,C57,300
V6,C58,360
V6,C59,360
V6,C60,300
V6,C61,420
V6,C62,300
V6,C63,480
V6,C64,300
V6,C65,360
V6,C66,360
V6,C67,540
V6,C68,360
V6,C69,360
V6,C70,540
V6,C71,540
V6,C72,540
V6,C73,360
V6,C74,540
V6,C75,360
V6,C76,540
V6,C77,480
V6,C78,360
V6,C79,540
V6,C80,540
V6,C81,480
V6,C82,480
V6,C83,540
V6,C84,480
V6,C85,300
V6,C86,480
V6,C87,360
V6,C88,300
V6,C89,360
V6,C90,300
V6,C91,420
V6,C92,360
V6,C93,480
V6,C94,360
V6,C95,480
V6,C96,540
V6,C97,360
V6,C98,540
V6,C99,420
V6,C100,420
V6,C101,300
V6,C102,540
V6,C103,420
V6,C104,540
V6,C105,360
V6,C106,420
V6,C107,360
V6,C108,360
V6,C109,480
V6,C110,360
V6,C111,300
V6,C112,360
V6,C113,480
V6,C114,480
V6,C115,540
V6,C116,420
V6,C117,480
V6,C118,480
V6,C119,360
V6,C120,420
V6,C121,540
V6,C122,420
V6,C123,360
V6,C124,480
V6,C125,540
V6,C126,360
V6,C127,300
V6,C128,300
V6,C129,360
V6,C130,420
V6,C131,360
V6,C132,360
V6,C133,480
V6,C134,300
V6,C135,420
V6,C136,420
V6,C137,360
V6,C138,540
V6,C139,540
V6,C140,360
V6,C141,540
V6,C142,300
V6,C143,420
V6,C144,420
V6,C145,420
V6,C146,300
V6,C147,420
V6,C148,540
V6,C149,480
V6,C150,540
V7,C1,420
V7,C2,300
V7,C3,480
V7,C4,360
V7,C5,480
V7,C6,300
V7,C7,360
V7,C8,480
V7,C9,420
V7,C10,540
V7,C11,540
V7,C12,300
V7,C13,420
V7,C14,540
V7,C15,480
V7,C16,540
V7,C17,300
V7,C18,420
V7,C19,480
V7,C20,420
V7,C21,420
V7,C22,540
V7,C23,360
V7,C24,360
V7,C25,540
V7,C26,420
V7,C27,300
V7,C28,480
V7,C29,480
V7,C30,540
V7,C31,300
V7,C32,360
V7,C33,540
V7,C34,420
V7,C35,360
V7,C36,540
V7,C37,420
V7,C38,480
V7,C39,360
V7,C40,420
V7,C41,300
V7,C42,300
V7,C43,300
V7,C44,480
V7,C45,360
V7,C46,480
V7,C47,480
V7,C48,360
V7,C49,360
V7,C50,300
V7,C51,540
V7,C52,300
V7,C53,420
V7,C54,360
V7,C55,420
V7,C56,420
V7,C57,360
V7,C58,360
V7,C59,300
V7,C60,420
V7,C61,420
V7,C62,360
V7,C63,360
V7,C64,360
V7,C65,420
V7,C66,480
V7,C67,360
V7,C68,300
V7,C69,480
V7,C70,540
V7,C71,540
V7,C72,360
V7,C73,480
V7,C74,480
V7,C75,540
V7,C76,420
V7,C77,300
V7,C78,540
V7,C79,540
V7,C80,480
V7,C81,360
V7,C82,420
V7,C83,540
V7,C84,480
V7,C85,540
V7,C86,420
V7,C87,420
V7,C88,360
V7,C89,540
V7,C90,420
V7,C91,360
V7,C92,360
V7,C93,540
V7,C94,360
V7,C95,420
V7,C96,300
V7,C97,360
V7,C98,420
V7,C99,540
V7,C100,420
V7,C101,360
V7,C102,480
V7,C103,540
V7,C104,480
V7,C105,480
V7,C106,300
V7,C107,420
V7,C108,360
V7,C109,360
V7,C110,480
V7,C111,540
V7,C112,420
V7,C113,300
V7,C114,420
V7,C115,360
V7,C116,480
V7,C117,420
V7,C118,300
V7,C119,480
V7,C120,420
V7,C121,300
V7,C122,420
V7,C123,360
V7,C124,300
V7,C125,480
V7,C126,540
V7,C127,480
V7,C128,420
V7,C129,420
V7,C130,480
V7,C131,360
V7,C132,420
V7,C133,540
V7,C134,360
V7,C135,360
V7,C136,420
V7,C137,540
V7,C138,300
V7,C139,300
V7,C140,540
V7,C141,360
V7,C142,420
V7,C143,420
V7,C144,300
V7,C145,360
V7,C146,540
V7,C147,480
V7,C148,480
V7,C149,480
V7,C150,360
V8,C1,540
V8,C2,360
V8,C3,480
V8,C4,540
V8,C5,480
V8,C6,540
V8,C7,480
V8,C8,360
V8,C9,300
V8,C10,360
V8,C11,420
V8,C12,420
V8,C13,540
V8,C14,360
V8,C15,300
V8,C16,480
V8,C17,540
V8,C18,300
V8,C19,480
V8,C20,360
V8,C21,480
V8,C22,420
V8,C23,480
V8,C24,300
V8,C25,540
V8,C26,300
V8,C27,540
V8,C28,300
V8,C29,360
V8,C30,480
V8,C31,420
V8,C32,360
V8,C33,540
V8,C34,360
V8,C35,420
V8,C36,480
V8,C37,420
V8,C38,360
V8,C39,540
V8,C40,480
V8,C41,540
V8,C42,420
V8,C43,300
V8,C44,420
V8,C45,420
V8,C46,360
V8,C47,480
V8,C48,420
V8,C49,540
V8,C50,420
V8,C51,360
V8,C52,300
V8,C53,300
V8,C54,480
V8,C55,480
V8,C56,420
V8,C57,540
V8,C58,420
V8,C59,540
V8,C60,540
V8,C61,360
V8,C62,540
V8,C63,360
V8,C64,420
V8,C65,420
V8,C66,540
V8,C67,420
V8,C68,480
V8,C69,360
V8,C70,300
V8,C71,480
V8,C72,300
V8,C73,480
V8,C74,480
V8,C75,540
V8,C76,540
V8,C77,300
V8,C78,300
V8,C79,300
V8,C80,300
V8,C81,480
V8,C82,480
V8,C83,420
V8,C84,480
V8,C85,540
V8,C86,540
V8,C87,360
V8,C88,420
V8,C89,540
V8,C90,480
V8,C91,300
V8,C92,480
V8,C93,360
V8,C94,360
V8,C95,480
V8,C96,480
V8,C97,300
V8,C98,300
V8,C99,360
V8,C100,480
V8,C101,480
V8,C102,360
V8,C103,420
V8,C104,360
V8,C105,540
V8,C106,480
V8,C107,300
V8,C108,480
V8,C109,540
V8,C110,480
V8,C111,480
V8,C112,540
V8,C113,360
V8,C114,420
V8,C115,300
V8,C116,480
V8,C117,540
V8,C118,420
V8,C119,420
V8,C120,300
V8,C121,480
V8,C122,540
V8,C123,360
V8,C124,300
V8,C125,300
V8,C126,360
V8,C127,540
V8,C128,480
V8,C129,300
V8,C130,480
V8,C131,540
V8,C132,420
V8,C133,300
V8,C134,480
V8,C135,360
V8,C136,480
V8,C137,300
V8,C138,540
V8,C139,420
V8,C140,300
V8,C141,540
V8,C142,420
V8,C143,300
V8,C144,480
V8,C145,300
V8,C146,360
V8,C147,360
V8,C148,480
V8,C149,540
V8,C150,480
V9,C1,540
V9,C2,360
V9,C3,540
V9,C4,360
V9,C5,360
V9,C6,420
V9,C7,480
V9,C8,420
V9,C9,480
V9,C10,420
V9,C11,480
V9,C12,420
V9,C13,540
V9,C14,540
V9,C15,540
V9,C16,540
V9,C17,420
V9,C18,300
V9,C19,420
V9,C20,480
V9,C21,540
V9,C22,480
V9,C23,360
V9,C24,540
V9,C25,360
V9,C26,420
V9,C27,540
V9,C28,480
V9,C29,420
V9,C30,480
V9,C31,480
V9,C32,540
V9,C33,480
V9,C34,420
V9,C35,420
V9,C36,300
V9,C37,420
V9,C38,360
V9,C39,540
V9,C40,300
V9,C41,420
V9,C42,360
V9,C43,540
V9,C44,480
V9,C45,480
V9,C46,540
V9,C47,360
V9,C48,420
V9,C49,300
V9,C50,300
V9,C51,480
V9,C52,480
V9,C53,540
V9,C54,540
V9,C55,480
V9,C56,420
V9,C57,480
V9,C58,300
V9,C59,480
V9,C60,360
V9,C61,420
V9,C62,300
V9,C63,300
V9,C64,420
V9,C65,420
V9,C66,480
V9,C67,540
V9,C68,300
V9,C69,540
V9,C70,360
V9,C71,300
V9,C72,480
V9,C73,300
V9,C74,360
V9,C75,300
V9,C76,420
V9,C77,480
V9,C78,300
V9,C79,360
V9,C80,360
V9,C81,420
V9,C82,300
V9,C83,300
V9,C84,300
V9,C85,540
V9,C86,480
V9,C87,360
V9,C88,540
V9,C89,540
V9,C90,420
V9,C91,480
V9,C92,540
V9,C93,360
V9,C94,360
V9,C95,420
V9,C96,300
V9,C97,420
V9,C98,420
V9,C99,420
V9,C100,420
V9,C101,420
V9,C102,420
V9,C103,420
V9,C104,420
V9,C105,480
V9,C106,540
V9,C107,540
V9,C108,480
V9,C109,540
V9,C110,420
V9,C111,420
V9,C112,300
V9,C113,300
V9,C114,480
V9,C115,420
V9,C116,420
V9,C117,420
V9,C118,540
V9,C119,360
V9,C120,300
V9,C121,300
V9,C122,420
V9,C123,480
V9,C124,300
V9,C125,420
V9,C126,540
V9,C127,420
V9,C128,540
V9,C129,420
V9,C130,360
V9,C131,480
V9,C132,300
V9,C133,540
V9,C134,360
V9,C135,480
V9,C136,300
V9,C137,360
V9,C138,300
V9,C139,300
V9,C140,540
V9,C141,480
V9,C142,300
V9,C143,480
V9,C144,480
V9,C145,540
V9,C146,540
V9,C147,540
V9,C148,420
V9,C149,360
V9,C150,300
V10,C1,360
V10,C2,480
V10,C3,540
V10,C4,360
V10,C5,480
V10,C6,540
V10,C7,540
V10,C8,480
V10,C9,420
V10,C10,300
V10,C11,300
V10,C12,300
V10,C13,420
V10,C14,480
V10,C15,360
V10,C16,300
V10,C17,480
V10,C18,480
V10,C19,300
V10,C20,360
V10,C21,480
V10,C22,540
V10,C23,360
V10,C24,540
V10,C25,420
V10,C26,300
V10,C27,420
V10,C28,300
V10,C29,540
V10,C30,360
V10,C31,420
V10,C32,300
V10,C33,540
V10,C34,360
V10,C35,420
V10,C36,300
V10,C37,420
V10,C38,480
V10,C39,300
V10,C40,420
V10,C41,480
V10,C42,540
V10,C43,420
V10,C44,480
V10,C45,540
V10,C46,360
V10,C47,420
V10,C48,540
V10,C49,300
V10,C50,360
V10,C51,540
V10,C52,480
V10,C53,300
V10,C54,540
V10,C55,540
V10,C56,540
V10,C57,360
V10,C58,360
V10,C59,360
V10,C60,360
V10,C61,360
V10,C62,300
V10,C63,360
V10,C64,480
V10,C65,480
V10,C66,540
V10,C67,300
V10,C68,420
V10,C69,420
V10,C70,540
V10,C71,540
V10,C72,300
V10,C73,540
V10,C74,540
V10,C75,360
V10,C76,480
V10,C77,300
V10,C78,540
V10,C79,480
V10,C80,300
V10,C81,420
V10,C82,480
V10,C83,480
V10,C84,480
V10,C85,540
V10,C86,480
V10,C87,540
V10,C88,540
V10,C89,300
V10,C90,420
V10,C91,540
V10,C92,480
V10,C93,540
V10,C94,300
V10,C95,540
V10,C96,360
V10,C97,360
V10,C98,420
V10,C99,300
V10,C100,420
V10,C101,300
V10,C102,480
V10,C103,540
V10,C104,300
V10,C105,480
V10,C106,480
V10,C107,360
V10,C108,300
V10,C109,360
V10,C110,360
V10,C111,480
V10,C112,420
V10,C113,300
V10,C114,420
V10,C115,480
V10,C116,540
V10,C117,300
V10,C118,360
V10,C119,300
V10,C120,360
V10,C121,300
V10,C122,540
V10,C123,540
V10,C124,480
V10,C125,360
V10,C126,480
V10,C127,300
V10,C128,540
V10,C129,360
V10,C130,540
V10,C131,540
V10,C132,360
V10,C133,540
V10,C134,540
V10,C135,360
V10,C136,420
V10,C137,360
V10,C138,360
V10,C139,420
V10,C140,360
V10,C141,420
V10,C142,480
V10,C143,540
V10,C144,360
V10,C145,420
V10,C146,540
V10,C147,540
V10,C148,300
V10,C149,540
V10,C150,480
V11,C1,360
V11,C2,300
V11,C3,480
V11,C4,420
V11,C5,300
V11,C6,300
V11,C7,360
V11,C8,360
V11,C9,480
V11,C10,360
V11,C11,360
V11,C12,540
V11,C13,360
V11,C14,540
V11,C15,300
V11,C16,300
V11,C17,300
V11,C18,480
V11,C19,420
V11,C20,300
V11,C21,360
V11,C22,540
V11,C23,480
V11,C24,540
V11,C25,480
V11,C26,300
V11,C27,360
V11,C28,540
V11,C29,360
V11,C30,360
V11,C31,300
V11,C32,540
V11,C33,300
V11,C34,420
V11,C35,300
V11,C36,420
V11,C37,300
V11,C38,540
V11,C39,540
V11,C40,300
V11,C41,480
V11,C42,480
V11,C43,360
V11,C44,300
V11,C45,420
V11,C46,420
V11,C47,540
V11,C48,300
V11,C49,420
V11,C50,300
V11,C51,300
V11,C52,420
V11,C53,360
V11,C54,360
V11,C55,480
V11,C56,300
V11,C57,360
V11,C58,360
V11,C59,480
V11,C60,300
V11,C61,420
V11,C62,540
V11,C63,360
V11,C64,420
V11,C65,420
V11,C66,480
V11,C67,480
V11,C68,360
V11,C69,360
V11,C70,420
V11,C71,480
V11,C72,420
V11,C73,300
V11,C74,480
V11,C75,300
V11,C76,420
V11,C77,360
V11,C78,420
V11,C79,360
V11,C80,480
V11,C81,420
V11,C82,360
V11,C83,540
V11,C84,360
V11,C85,360
V11,C86,480
V11,C87,480
V11,C88,420
V11,C89,360
V11,C90,540
V11,C91,420
V11,C92,480
V11,C93,420
V11,C94,480
V11,C95,540
V11,C96,360
V11,C97,420
V11,C98,480
V11,C99,420
V11,C100,480
V11,C101,540
V11,C102,300
V11,C103,540
V11,C104,480
V11,C105,480
V11,C106,540
V11,C107,540
V11,C108,300
V11,C109,360
V11,C110,360
V11,C111,360
V11,C112,300
V11,C113,480
V11,C114,480
V11,C115,480
V11,C116,540
V11,C117,420
V11,C118,420
V11,C119,420
V11,C120,420
V11,C121,420
V11,C122,420
V11,C123,360
V11,C124,360
V11,C125,300
V11,C126,360
V11,C127,360
V11,C128,300
V11,C129,360
V11,C130,540
V11,C131,360
V11,C132,300
V11,C133,480
V11,C134,480
V11,C135,540
V11,C136,420
V11,C137,300
V11,C138,300
V11,C139,480
V11,C140,540
V11,C141,300
V11,C142,300
V11,C143,480
V11,C144,420
V11,C145,300
V11,C146,300
V11,C147,360
V11,C148,420
V11,C149,300
V11,C150,480
V12,C1,360
V12,C2,420
V12,C3,420
V12,C4,420
V12,C5,360
V12,C6,420
V12,C7,420
V12,C8,300
V12,C9,540
V12,C10,540
V12,C11,480
V12,C12,420
V12,C13,300
V12,C14,420
V12,C15,540
V12,C16,300
V12,C17,540
V12,C18,480
V12,C19,540
V12,C20,420
V12,C21,420
V12,C22,300
V12,C23,540
V12,C24,420
V12,C25,480
V12,C26,360
V12,C27,480
V12,C28,300
V12,C29,300
V12,C30,480
V12,C31,300
V12,C32,420
V12,C33,420
V12,C34,420
V12,C35,300
V12,C36,360
V12,C37,300
V12,C38,300
V12,C39,360
V12,C40,420
V12,C41,480
V12,C42,300
V12,C43,360
V12,C44,420
V12,C45,540
V12,C46,420
V12,C47,480
V12,C48,300
V12,C49,300
V12,C50,480
V12,C51,480
V12,C52,360
V12,C53,420
V12,C54,300
V12,C55,300
V12,C56,480
V12,C57,300
V12,C58,540
V12,C59,480
V12,C60,300
V12,C61,420
V12,C62,420
V12,C63,420
V12,C64,420
V12,C65,360
V12,C66,420
V12,C67,540
V12,C68,480
V12,C69,540
V12,C70,480
V12,C71,300
V12,C72,540
V12,C73,480
V12,C74,540
V12,C75,540
V12,C76,540
V12,C77,300
V12,C78,540
V12,C79,540
V12,C80,480
V12,C81,420
V12,C82,360
V12,C83,420
V12,C84,360
V12,C85,480
V12,C86,540
V12,C87,300
V12,C88,480
V12,C89,420
V12,C90,480
V12,C91,480
V12,C92,300
V12,C93,360
